MTO_Number,Production_Orders,Materials
AS2506018-2,18,"05.02.03.013,05.20.01.05.003,05.02.03.052,05.20.01.14.001,05.02.25.08,05.02.21.15,05.02.04.088,03.03.001,03.04.001,07.02.098"
AS2506017-3,4,"05.01.10,05.02.08.004"
AS2506017-2,4,05.01.37
AS2506017-1,6,"05.02.15.38,05.02.04.048,05.02.04.096"
AS2506006-2,17,"03.03.001,03.04.001,05.02.03.013,05.20.01.05.003,05.02.03.052,05.20.01.14.001,05.02.25.08,05.02.21.15,05.02.04.088,07.02.098"
AS2506005-3,6,"05.02.04.120,05.02.15.10,05.02.26.30,05.20.01.11.039,05.02.04.074,05.02.12.15"
AS2506005-2,20,"03.03.001,03.04.001,05.02.03.013,05.20.01.05.003,05.02.03.052,05.20.01.14.001,05.02.25.08,05.02.21.15,05.02.04.088,07.02.098"
AS2506005-1,17,05.01.07.01.02
AS2505047,27,"03.02.02.150,03.03.001,03.04.001,03.02.11.132,03.02.03.052,07.05.17.04,07.05.17.03,07.18.369,07.03.070,07.02.124,07.02.065,03.05.001"
AS2504043-1,2,"05.06.06.001,05.02.04.003"
AS2504042-2,15,"03.03.001,05.01.51,07.17.175,05.02.27.061,05.02.36.01,05.02.04.109,05.02.04.055,05.02.04.052,05.02.04.082,06.07.007"
AS2504028,109,"05.02.04.075,05.02.10.19,05.02.10.18,05.02.26.02,05.02.26.30,05.02.26.45,05.02.27.003,05.02.12.16,05.02.03.056,05.02.21.16,05.02.08.038,05.02.08.040,05.02.03.025,05.20.01.11.013,05.02.04.003,05.02.03.023,05.02.03.015,05.02.27.042,05.20.01.11.039,05.02.20.24,05.02.09.03,05.02.14.12,05.20.01.11.056,05.02.27.054,05.02.04.097,03.03.001,03.04.001,05.01.06,07.01.06,07.02.003,07.02.084,07.02.109"
AS2504012-1,1,05.06.07.012
AS2504005/4006,1,05.05.09.020
AS2503007-11,1,05.02.04.090
AS2501027-24,19,"03.04.001,03.03.001,01.22.002,05.06.05.028,05.05.05.033,05.05.07.03,05.06.18.01,05.06.07.016,05.06.09.16,05.06.03.08,05.06.02.19,05.20.03.02.029,05.05.04.027,05.20.02.03.027,05.20.02.10.032,05.05.09.024,05.05.11.11,03.02.03.032.01,07.18.115"
AS2501027-23,14,"03.04.001,03.03.001,05.06.05.010,05.05.05.066,05.06.18.02,05.06.09.07,05.06.07.009,05.20.03.02.012,05.20.02.03.054,05.05.09.015,05.05.04.022,05.08.02.02.006,03.02.03.053.01,07.18.373"
AS2501027-22,20,"05.06.05.064,05.05.07.06,05.06.09.23,05.20.03.02.061,05.05.20.03,05.05.02.13,05.05.04.052,05.05.05.063,05.20.02.10.007,05.05.09.041,05.08.02.02.022,05.06.07.007,05.06.02.28,05.06.02.27,05.06.18.06,05.05.03.014,03.04.001,03.03.001,03.02.03.053.01,07.18.439"
AS2501027-21,25,"05.06.05.051,05.05.05.036,05.05.07.10,05.05.01.041,05.06.07.007,05.06.09.24,05.06.02.28,05.06.02.27,05.20.03.02.044,05.05.06.14,05.05.04.030,05.20.02.03.030,05.05.09.027,05.08.01.01.009,05.06.18.06,05.05.22.05,05.05.20.04,05.05.03.014,05.20.02.10.017,03.02.03.042.01,03.04.001,03.03.001,07.18.438,05.06.09.28"
AS2501027-20,25,"05.06.06.027,05.05.05.074,05.05.07.10,05.06.12.025,05.08.02.02.029,05.06.18.06,05.06.12.031,05.06.09.20,05.06.08.007,05.06.02.23,05.06.21.04,05.06.20.05,05.06.04.032,05.06.04.031,05.06.04.045,05.20.03.02.038,05.05.03.014,05.05.04.057,05.20.02.03.057,05.20.02.10.017,05.05.09.045,03.04.001,03.03.001,03.02.03.053.01,07.18.409"
AS2412039,3,"03.04.001,07.01.50"
"AS2406004  补数",1,03.03.001
AS0508016-3,1,05.02.04.135
"AQL备货",1,05.06.07.028
AK2601038-2,12,"05.02.04.075,05.02.10.19,05.02.10.18,05.02.26.30,05.02.08.038,05.02.12.16,05.02.20.18,05.02.03.023,05.02.03.015,05.02.27.042,05.20.01.11.039,06.02.084"
AK2601037,10,"05.02.08.066,05.02.08.068,05.02.08.067,05.20.01.01.043,05.20.01.01.041"
AK2601006,4,"05.07.26.02,05.07.26.04,05.07.26.05,05.07.26.06"
AK2512060,19,"05.06.05.029,05.05.06.15,05.06.18.02,05.06.12.021,05.06.08.026,05.06.02.21,05.06.02.20,05.06.09.17,05.20.03.02.056,05.05.03.002,05.05.02.12,05.05.01.023,05.05.10.058,05.20.02.04.004,05.05.08.09,05.05.04.035,05.05.05.041,05.08.01.02.016,07.18.268"
AK2512059,44,"05.06.05.031,05.06.05.030,05.06.05.009,05.05.05.021,05.06.05.014,05.06.15.04,05.05.05.034,05.05.03.004,05.05.08.10,05.06.07.027,05.20.03.02.032,05.06.07.018,05.20.03.02.031,05.06.12.011,05.06.08.008,05.06.02.07,05.20.03.02.011,05.05.09.014,05.05.04.020,05.20.02.03.020,05.05.10.060,05.08.01.02.013,05.06.18.01,05.06.12.039,05.06.08.012,05.06.02.04,05.20.03.02.016,05.05.01.039,05.05.09.025,05.05.15.01,05.05.22.03,05.05.20.01,05.05.01.057,05.20.02.07.001,05.05.10.056,05.05.04.028,05.20.02.03.028,05.08.01.02.015,07.18.137,07.18.269,07.18.132,07.18.275"
AK2512051,2,"05.01.06,07.25.06"
AK2512001,19,"05.05.05.065,05.05.05.066,05.06.05.021,05.05.04.026,05.05.09.021,05.05.04.022,05.05.09.015,05.08.02.02.006,05.06.12.015,05.06.07.013,05.05.03.012,05.08.02.02.009,06.03.071,06.04.080,06.03.070"
AK2511231,13,"05.01.06,05.01.56,05.01.78"
AK2511052,11,"05.01.06,07.25.06"
AK2511048,9,"05.01.06,07.25.06"
AK2511022,68,"05.02.04.075,05.02.15.60,05.05.05.065,05.05.01.041,05.05.03.004,05.05.08.07,05.05.05.028,05.05.04.026,05.02.26.30,05.02.12.16,05.05.22.05,05.05.20.04,05.05.03.015,05.08.02.02.009,05.02.20.18,05.02.03.023,05.02.03.015,05.02.27.042,06.03.035,06.03.070,06.02.084"
AK2510063-3,53,"05.02.21.03,05.02.24.01,05.02.21.06,05.02.24.02,05.07.09.03,05.07.09.02,05.07.09.08,05.07.09.07,05.07.09.06,05.07.09.04,05.07.09.09,05.02.08.014,05.02.11.01,05.02.04.055,05.02.11.03,05.02.04.060,05.20.01.03.005,05.20.01.11.003,05.02.20.18,05.02.19.01,05.02.22.01,05.20.01.03.009,05.20.01.11.005,05.20.04.01.04.03,05.07.02.03,05.20.04.01.04.02,05.20.04.01.04.08,05.20.04.01.04.07,05.20.04.01.04.06,05.20.04.01.04.04,05.07.02.01,05.20.04.01.04.09,03.04.001,05.02.08.015,05.20.01.01.011,03.03.001,07.02.053,07.02.070,07.05.05.03,07.05.05.02,07.05.05.08,07.05.05.07,07.05.05.06,07.05.05.04,07.05.05.09"
AK2510063-2,70,"05.02.21.03,05.02.24.01,05.02.21.06,05.02.24.02,05.06.05.031,05.05.05.040,05.06.15.04,05.05.05.038,05.06.05.030,05.05.05.067,05.06.05.018,05.02.08.014,05.02.11.01,05.02.04.055,05.02.11.03,05.02.04.060,05.05.03.004,05.05.08.10,05.20.01.03.005,05.20.01.11.003,05.02.20.18,05.02.19.01,05.02.22.01,05.20.01.03.009,05.20.01.11.005,05.06.07.027,05.20.03.02.032,05.05.09.030,05.05.04.034,05.20.02.03.033,05.08.02.02.014,05.06.18.01,05.06.07.018,05.06.02.04,05.05.15.01,05.05.22.03,05.05.20.01,05.05.01.039,05.20.02.07.001,05.05.04.031,05.20.02.03.031,05.05.09.028,05.08.02.02.011,05.06.07.026,05.20.03.02.031,05.05.03.012,05.05.10.046,05.05.05.068,05.20.02.03.055,05.08.02.02.024,05.06.18.06,05.06.09.12,05.06.02.11,05.06.12.019,05.06.12.014,05.06.08.051,05.20.03.02.057,05.02.08.015,05.20.01.01.011,07.02.053,07.02.070,07.18.261,07.18.235,07.04.005,07.03.072,07.04.071"
AK2510063-1,2,"05.02.24.02,05.20.01.11.005"
AK2510051,9,"05.02.03.011,05.02.24.06,05.20.01.05.001,05.02.22.01,05.02.19.01,05.02.21.09,05.02.11.05,05.02.04.064,06.02.073"
AK2510048,33,"05.02.04.061,05.02.26.28,05.02.14.13,05.02.27.050,05.02.01.37,05.02.26.37,05.02.08.027,05.02.03.006,05.02.19.02,05.02.03.010,05.02.03.040,05.02.29.02,05.02.15.62,05.02.20.11.02,05.02.20.11.01,05.02.09.11,05.02.09.10,05.02.04.090,05.02.20.31,05.02.27.062,05.02.04.110,05.01.56,06.02.067,06.02.100,06.02.125,07.43.001,07.25.57"
AK2510034,245,"05.06.05.001,05.02.14.31,05.05.05.022,05.02.26.18,05.02.24.01,05.06.05.021,05.05.05.027,05.05.07.06,05.05.05.074,05.05.12.04,05.05.07.07,05.05.05.039,05.05.07.12,05.02.26.01,05.02.04.010,05.02.26.45,05.02.26.28,05.02.04.061,05.06.06.001,05.09.01.01,05.05.08.04,05.09.02.02,05.05.07.10,05.02.26.54,05.02.04.060,05.02.08.027,05.02.08.045,05.02.07.03,05.02.21.03,05.02.11.01,05.02.04.055,05.05.12.14,05.05.03.004,05.08.02.02.022,05.08.02.02.029,05.05.05.009,05.05.04.032,05.05.09.029,05.02.27.019,05.02.14.13,05.06.12.001,05.05.01.041,05.02.21.04,05.20.01.11.026,05.02.04.019,05.20.01.11.003,05.06.12.015,05.06.07.013,05.20.03.02.023,05.20.02.03.025,05.05.04.025,05.05.09.020,05.08.01.01.006,05.05.20.03,05.05.02.13,05.05.04.052,05.05.05.063,05.20.02.10.007,05.05.09.041,05.05.04.057,05.20.02.03.057,05.05.09.045,05.05.03.002,05.05.02.04,05.05.01.002,05.05.02.01,05.05.06.06,05.20.02.05.004,05.05.04.007,05.20.02.10.013,05.05.09.009,05.08.01.02.005,05.05.22.02,05.20.02.03.032,05.20.02.10.025,05.08.02.02.012,05.02.20.16,05.20.01.11.012,05.02.12.01,05.02.03.066,05.02.03.029,05.20.01.11.056,05.02.04.032,05.02.03.006,05.02.19.02,05.02.03.010,05.02.03.040,05.20.01.11.037,05.02.29.02,05.02.15.62,05.06.08.001,05.20.03.01.002,05.06.18.01,05.06.07.001,05.06.09.01,05.06.03.02,05.06.02.01,05.06.01.01,05.20.03.02.001.001,05.20.02.03.021,05.20.02.10.020,05.05.10.017,05.05.22.05,05.05.20.04,05.05.03.014,05.05.04.022,05.20.02.03.061,05.20.02.10.017,05.05.09.015,05.08.02.02.006,05.02.20.18,05.02.19.01,05.02.22.01,05.20.01.11.067,05.02.29.03,05.02.15.64,05.20.01.01.019,05.20.01.01.030,05.01.10,07.02.020,07.02.053,07.18.422,07.18.351,07.03.079,07.03.030,07.18.018,07.18.392,07.03.014,07.01.10,07.03.042,07.02.011,07.02.032,07.04.037,07.02.067,07.18.019,07.02.057"
AK2510022,299,"05.05.11.18,05.06.05.014,05.05.05.059,05.05.05.034,05.05.05.040,05.05.05.021,05.05.05.048,05.07.08.05,05.07.08.04,05.06.05.043,05.06.05.031,05.06.04.015,05.06.05.011,05.06.04.018,05.06.05.017,05.06.05.029,05.02.12.36,05.05.05.007,05.05.06.15,05.07.08.03,05.06.05.030,05.07.08.06,05.07.16.04,05.07.16.03,05.06.15.04,05.05.05.038,05.05.01.041,05.05.03.004,05.05.08.10,05.06.12.039,05.06.08.012,05.20.03.02.016,05.05.04.049,05.20.02.03.049,05.05.10.041,05.08.02.02.021,05.05.09.025,05.05.10.056,05.05.04.028,05.20.02.03.028,05.08.01.02.015,05.05.04.034,05.20.02.03.033,05.05.10.062,05.08.02.02.014,05.05.04.020,05.20.02.03.020,05.05.09.014,05.08.01.02.013,05.05.22.05,05.05.20.04,05.05.04.042,05.20.02.03.040,05.05.10.067,05.08.02.02.018,05.20.04.01.03.05,05.20.04.01.03.04,05.20.03.01.040,05.06.12.005,05.06.07.029,05.06.07.027,05.06.08.052,05.20.03.02.032,05.06.12.018,05.06.12.012,05.06.08.011,05.06.09.09,05.20.03.02.046,05.06.02.16,05.20.03.02.014,05.06.08.054,05.06.07.026,05.06.20.02,05.06.18.06,05.06.08.051,05.06.24.03,05.06.21.02,05.06.09.12,05.06.02.11,05.06.04.026,05.20.03.02.048,05.06.12.019,05.06.12.014,05.20.03.02.020,05.06.18.02,05.06.12.021,05.06.08.026,05.06.02.21,05.06.02.20,05.06.09.17,05.20.03.02.056,05.05.03.011,05.05.05.057,05.20.02.09.007,05.05.08.24,05.05.10.066,05.05.02.03,05.05.02.16,05.05.13.01,05.05.12.03,05.05.04.005,05.20.02.03.007,05.05.08.23,05.05.09.052,05.08.01.02.003,05.05.03.002,05.05.02.12,05.05.01.023,05.05.10.058,05.20.02.04.004,05.05.08.09,05.05.04.035,05.05.05.041,05.08.01.02.016,05.20.04.01.03.03,05.06.18.01,05.06.07.018,05.06.02.04,05.20.03.02.031,05.07.02.01,05.20.04.01.03.06,05.20.04.01.22.04,05.07.03.14,05.20.04.01.22.03,05.05.01.039,05.05.09.028,05.05.15.01,05.05.22.03,05.05.20.01,05.05.01.057,05.20.02.07.001,05.05.04.031,05.20.02.03.031,05.05.10.061,05.08.02.02.011,03.05.001,03.02.03.042,03.03.001,03.02.11.055,03.02.11.052,03.02.03.046,03.02.03.015,03.02.03.036,03.02.11.054,03.02.11.069,03.02.03.051,03.02.03.030,03.02.03.017,05.05.17.02,03.02.03.014,07.18.064,07.18.275,07.03.064,07.18.235,07.03.036,07.03.043,07.18.137,07.03.052,07.05.04.07,07.05.04.06,07.04.060,07.18.333,07.04.008,07.04.059,07.04.005,07.04.070,07.04.004,07.03.062,07.03.012,07.03.044,07.05.04.05,07.04.007,07.05.04.08,07.05.12.04,07.05.12.03,07.03.040"
AK2510021,92,"05.05.05.034,05.05.05.040,05.06.05.029,05.06.15.04,05.05.05.038,05.07.16.03,05.07.16.02,05.06.04.018,05.06.05.017,05.07.16.04,05.05.03.004,05.05.08.10,05.05.10.056,05.05.04.028,05.20.02.03.028,05.08.01.02.015,05.05.04.034,05.20.02.03.033,05.05.10.062,05.08.02.02.014,05.06.18.02,05.06.12.021,05.06.08.026,05.06.02.21,05.06.02.20,05.06.09.17,05.20.03.02.056,05.05.15.01,05.05.22.03,05.05.20.01,05.05.01.057,05.20.02.07.001,05.05.04.031,05.20.02.03.031,05.05.10.061,05.08.02.02.011,05.20.04.01.22.03,05.20.04.01.22.02,05.06.20.02,05.06.18.06,05.06.08.051,05.06.24.03,05.06.21.02,05.06.09.12,05.06.02.11,05.06.04.026,05.20.03.02.048,05.06.12.019,05.06.12.014,05.20.03.02.020,05.07.03.14,05.20.04.01.22.04,03.05.001,03.03.001,07.03.036,07.03.043,07.04.004,07.03.040,07.05.12.03,07.05.12.02,07.04.070,07.05.12.04"
AK2510005-2,148,"05.02.14.31,05.05.05.022,05.05.05.074,05.06.06.001,05.05.07.10,05.02.26.18,05.05.12.04,05.05.07.07,05.02.26.14,05.02.27.022,05.02.24.02,05.06.06.007,05.05.05.039,05.05.07.12,05.02.26.54,05.02.08.027,05.02.08.045,05.08.02.02.029,05.08.01.02.004,05.06.12.001,05.05.01.041,05.02.07.03,05.05.05.009,05.02.21.04,05.02.21.06,05.02.11.03,05.02.04.060,05.05.04.032,05.05.09.029,05.05.04.057,05.20.02.03.057,05.05.09.045,05.05.04.006,05.20.02.03.008,05.06.18.01,05.06.09.01,05.06.07.001,05.06.03.02,05.06.02.01,05.06.01.01,05.20.03.01.002,05.05.22.05,05.05.04.022,05.20.02.03.021,05.20.02.10.017,05.05.09.015,05.08.02.02.006,05.02.20.16,05.20.01.11.026,05.02.04.019,05.05.03.002,05.05.02.04,05.05.01.002,05.05.02.01,05.05.06.06,05.20.02.05.004,05.05.04.007,05.20.02.10.013,05.05.09.009,05.08.01.02.005,05.02.20.24,05.02.03.031,05.20.01.11.023,05.20.01.10.018,05.02.04.037,05.02.29.03,05.02.15.64,05.20.01.11.005,05.06.18.06,05.06.02.07,05.20.03.01.043,05.05.22.02,05.05.20.04,05.20.02.03.032,05.05.03.014,05.20.02.10.025,05.08.02.02.012,05.02.19.01,05.02.22.01,05.02.20.18,05.20.01.11.067,05.20.01.01.019,05.20.01.01.030,07.18.019,07.18.392,07.18.017,07.18.018,07.03.030,07.02.020,07.03.014,07.02.037,07.02.057,07.02.070,07.18.241"
AK2510005-1,127,"05.05.05.022,05.02.26.28,05.02.04.061,05.05.05.008,05.06.06.001,05.05.07.10,05.05.12.04,05.05.07.07,05.06.06.007,05.05.05.039,05.05.07.12,05.02.26.54,05.02.04.055,05.02.08.045,05.02.14.13,05.05.06.05,05.08.01.02.004,05.06.12.001,05.05.01.041,05.05.05.009,05.05.04.032,05.05.09.029,05.02.21.03,05.02.03.006,05.02.19.02,05.02.03.010,05.02.03.040,05.20.01.11.037,05.02.29.02,05.02.15.62,05.05.20.05,05.05.02.20,05.05.01.022,05.05.04.006,05.20.02.03.008,05.05.09.008,05.06.18.01,05.06.09.01,05.06.07.001,05.06.03.02,05.06.02.01,05.06.01.01,05.20.03.01.002,05.05.22.05,05.05.04.022,05.20.02.03.021,05.20.02.10.017,05.05.09.015,05.08.02.02.006,05.05.03.002,05.05.02.04,05.05.01.002,05.05.02.01,05.05.06.06,05.20.02.05.004,05.05.04.007,05.20.02.10.013,05.05.09.009,05.08.01.02.005,05.06.18.06,05.06.02.07,05.20.03.01.043,05.05.22.02,05.05.20.04,05.20.02.03.032,05.05.03.014,05.20.02.10.025,05.08.02.02.012,05.02.19.01,05.02.22.01,05.20.01.11.067,05.02.29.01,05.02.15.14,05.20.01.01.030,07.18.019,07.02.067,07.18.017,07.18.018,07.03.030,07.18.241,07.02.053"
AK2510004,20,"05.02.03.011,05.02.24.06,05.20.01.05.001,05.02.22.01,05.02.19.01,05.02.21.09,05.02.11.05,05.02.04.064,06.02.073"
AK2510002-2,13,"07.02.022,05.02.26.21,05.20.01.11.029,05.02.07.04,05.02.04.021,03.02.02.151,03.03.001,03.04.001"
AK2510002-1,15,"05.02.08.006,05.02.08.003,05.03.09,05.04.06,05.03.04,05.20.01.01.004,03.02.07.008,03.03.001,03.04.001,05.20.01.01.038,03.02.06.003,07.07.004,07.06.003"
AK2509086,13,"05.06.05.029,05.06.18.02,05.06.12.021,05.06.08.026,05.06.02.21,05.06.02.20,05.06.09.17,03.05.001,03.03.001,07.04.004"
AK2509085,268,"05.02.26.09,05.02.01.56,05.05.05.007,05.06.05.031,05.06.05.009,05.06.05.028,05.06.05.013,05.06.05.014,05.05.05.059,05.06.05.030,05.05.05.067,05.02.03.065,05.05.05.021,05.05.05.038,05.05.06.15,05.06.15.04,05.05.05.034,05.07.09.08,05.07.09.07,05.02.04.004,05.05.03.004,05.05.08.10,05.20.01.11.019,05.20.01.04.016,05.02.27.005,05.05.02.03,05.05.02.16,05.05.13.01,05.05.12.03,05.05.04.005,05.20.02.03.007,05.05.08.23,05.05.09.052,05.08.01.02.003,05.06.07.027,05.20.03.02.032,05.06.22.01,05.06.18.06,05.06.12.011,05.06.08.008,05.06.02.07,05.20.03.02.011,05.06.12.016,05.06.09.16,05.06.03.08,05.06.02.19,05.20.03.02.029,05.06.07.018,05.20.03.01.008,05.06.18.01,05.06.12.039,05.06.08.012,05.06.02.04,05.20.03.02.016,05.05.04.049,05.20.02.03.049,05.05.10.041,05.08.02.02.021,05.06.07.026,05.20.03.02.031,05.05.10.046,05.05.05.068,05.20.02.03.055,05.08.02.02.024,05.05.03.012,05.20.02.06.008,05.05.09.014,05.05.04.020,05.20.02.03.020,05.05.10.060,05.08.01.02.013,05.05.04.031,05.20.02.03.031,05.05.10.061,05.08.02.02.011,05.05.03.002,05.05.02.12,05.05.01.023,05.05.10.058,05.20.02.04.004,05.05.08.09,05.05.04.035,05.05.05.041,05.08.01.02.016,05.05.01.039,05.05.09.025,05.05.22.03,05.05.15.01,05.05.20.01,05.05.01.057,05.20.02.07.001,05.05.10.056,05.05.04.028,05.20.02.03.028,05.08.01.02.015,05.20.04.01.04.08,05.07.02.01,05.20.04.01.04.07,03.02.02.151,03.02.03.030,03.02.03.036,03.03.001,03.02.03.017,03.02.11.055,03.02.11.054,03.02.11.051,03.02.03.016,03.02.03.046,03.02.03.015,07.02.005,07.03.012,07.03.064,07.18.064,07.18.137,07.18.275,07.04.007,07.18.132,07.18.131,07.18.269,07.18.239,07.18.334,07.04.005,07.03.072,07.03.027,07.03.040,07.03.044,07.03.036,07.05.05.08,07.05.05.07,05.06.08.025"
AK2509079-2,1,05.05.09.021
AK2509076,244,"05.06.05.001,05.02.14.31,05.05.05.022,05.02.26.14,05.02.26.45,05.02.26.18,05.05.05.074,05.02.24.02,05.02.26.01,05.02.04.010,05.06.06.007,05.05.05.039,05.05.12.04,05.02.26.28,05.02.04.061,05.02.26.54,05.06.06.001,05.09.01.01,05.05.08.04,05.09.02.02,05.05.07.10,05.02.08.027,05.02.08.045,05.02.07.03,05.02.21.03,05.02.04.055,05.02.27.019,05.02.07.06,05.08.02.02.029,05.02.21.06,05.02.11.03,05.02.04.060,05.08.01.02.004,05.05.05.009,05.02.14.13,05.02.21.04,05.05.01.041,05.02.04.019,05.20.01.11.023,05.20.01.10.018,05.02.04.037,05.20.01.11.003,05.02.03.066,05.02.03.029,05.20.01.11.056,05.02.04.032,05.20.01.11.026,05.02.04.027,05.05.04.057,05.20.02.03.057,05.05.09.045,05.20.01.11.005,05.02.20.16,05.20.01.11.012,05.02.12.01,05.02.20.02,05.02.07.04,05.20.01.11.029,05.02.04.021,05.06.18.06,05.06.02.07,05.20.03.01.043,05.20.02.03.032,05.05.04.006,05.20.02.03.008,05.20.02.10.025,05.05.06.06,05.20.02.05.004,05.20.02.10.013,05.05.09.009,05.02.03.006,05.02.19.02,05.02.03.010,05.02.03.040,05.20.01.11.037,05.02.29.02,05.02.15.62,05.02.20.18,05.02.19.01,05.02.22.01,05.20.01.11.067,05.02.29.03,05.02.15.64,05.06.08.001,05.20.03.01.002,05.06.07.001,05.06.09.01,05.06.03.02,05.06.02.01,05.06.01.01,05.20.03.02.001.001,05.20.02.03.021,05.20.02.10.020,05.05.10.017,05.05.22.05,05.05.20.04,05.05.04.022,05.20.02.03.061,05.20.02.10.017,05.05.09.015,05.08.02.02.006,05.20.01.01.019,05.20.01.01.030,05.01.10,07.02.020,07.02.037,07.02.053,07.03.030,07.02.032,07.02.028,07.18.392,07.01.10,07.02.070,07.02.011,07.02.022,07.03.042,07.18.241,07.18.017,07.03.014,07.04.037,07.18.018,07.02.067,07.02.057,07.18.019"
AK2509073,26,"05.02.24.02,05.02.21.06,05.02.11.03,05.02.08.014,05.02.20.18,05.02.22.01,05.20.01.11.005,05.02.04.060,05.02.08.015,06.02.070"
AK2509072,2,05.02.04.060
AK2509054-6,22,"05.07.15.03,05.07.15.02,05.06.06.044,05.05.07.06,05.07.02.06,05.05.03.004,05.05.01.041,05.20.04.01.21.03,05.20.04.01.21.02,05.06.12.015,05.06.07.012,05.06.02.29,05.20.03.01.034,05.05.22.05,05.05.20.04,05.05.04.053,05.20.02.10.007,05.05.09.042,05.08.02.02.023,05.01.78,07.17.144,07.17.145"
AK2509054-5,31,"03.02.02.077,03.03.001,03.02.03.053,05.02.26.09,05.06.06.045,05.05.07.06,05.02.04.038,05.08.02.02.022,05.02.20.15,05.02.01.18,05.20.01.11.019,05.02.27.023,05.06.12.015,05.06.09.07,05.06.07.009,05.06.01.03,05.06.02.30,05.20.03.01.035,05.05.20.03,05.05.02.13,05.05.04.052,05.05.05.063,05.20.02.10.007,05.05.09.041,05.05.17.03,05.01.78,07.02.038,07.25.75,07.18.358"
AK2509054-4,31,"05.02.26.30,05.02.03.048,05.02.04.075,05.02.10.19,05.02.10.18,05.02.08.001,05.02.08.006,05.02.12.16,05.02.25.10,05.04.06,05.02.08.037,05.20.01.01.001,05.03.10,05.03.05,05.20.01.01.004,05.02.27.067,05.20.01.09.010,05.02.20.18,05.02.03.077,05.02.13.01,05.20.01.11.039,05.20.01.10.029,05.02.04.077,05.01.06,06.06.004,07.07.004,06.02.084,06.02.086,07.01.06"
AK2509054-3,63,"03.02.02.151,07.02.024,05.02.04.075,05.02.10.19,05.02.10.18,05.02.26.09,05.02.08.001,05.02.26.36,05.02.04.109,05.02.26.30,05.02.12.16,05.02.08.006,05.02.08.037,05.04.06,05.02.20.15,05.02.01.19,05.20.01.11.019,05.02.27.025,05.02.04.040,05.20.01.01.001,05.03.10,05.03.05,05.02.22.07,05.02.20.30,05.02.20.41,05.02.36.03.01,05.02.01.36,05.20.01.11.045,05.02.27.061,05.02.15.57,05.02.20.18,05.02.03.023,05.02.03.015,05.02.27.067,05.20.01.11.039,05.20.01.09.010,03.02.07.012,05.20.01.01.004,03.02.02.126,03.02.06.008,03.05.001,03.03.001,03.02.02.150,07.07.004,07.02.040,07.06.004,07.02.124,07.02.084"
AK2509054-2,23,"05.07.15.07,05.06.06.045,05.05.07.06,05.07.02.04,05.05.03.004,05.05.01.040,05.08.02.02.022,05.20.04.01.21.07,05.06.18.06,05.06.12.015,05.06.09.07,05.06.07.009,05.06.03.11,05.06.01.03,05.06.02.30,05.20.03.01.035,05.05.20.03,05.05.02.13,05.05.04.052,05.05.05.063,05.20.02.10.007,05.05.09.041,07.17.140"
AK2509054-1,23,"05.02.21.02,05.02.24.01,05.02.26.14,05.02.27.022,05.02.08.045,05.02.19.01,05.02.22.01,05.20.01.03.004,05.20.01.11.003,05.02.11.02,05.02.04.051,05.02.20.23,05.02.03.031,05.20.01.11.023,05.20.01.10.018,05.02.04.037,03.05.001,03.03.001,05.01.78,07.25.75,07.02.049,07.02.037"
